tool	ABC 	ABC 	ABC 	ABC 	ABC 	ABC 	ABC 	ABC 
ere-MPEC/c7552-er.sdimacs	TIMEOUT (ERROR (1))	901.115599497	901.150713091949	1288.474624	done	0.073748757	0.0751942116767168	46.198784
ere-MPEC/c880-er.sdimacs	TIMEOUT (ERROR (1))	901.093462675	901.1175191188231	982.654976	done	0.085555689	0.08711267309263349	46.063616
ere-sand-castle/SC-22.sdimacs	TIMEOUT (ABORTED)	900.996033187	901.2095186279621	97.251328	TIMEOUT (ERROR (1))	900.980971825	905.274916884955	53.825536
ere-sand-castle/SC-25.sdimacs	TIMEOUT (ABORTED)	901.006421203	901.2159657019656	130.146304	TIMEOUT (ERROR (1))	900.994197481	905.898785778787	54.042624
ere-ToiletA/toilet_a_06_01.12.sdimacs	done	265.032594933	265.07090284791775	587.808768	TIMEOUT (ERROR (1))	900.993786322	904.6020120582543	62.377984
ere-ToiletA/toilet_a_06_01.9.sdimacs	TIMEOUT (ERROR (1))	901.11366666	901.1374867290724	1173.020672	done	689.601738382	692.2755951490253	51.277824
ere-ToiletA/toilet_a_06_05.4.sdimacs	done	0.835348	0.8369089670013636	25.718784	TIMEOUT (ERROR (1))	900.98863327	904.7908589253202	57.397248
ere-ToiletA/toilet_a_08_01.16.sdimacs	done	74.211185126	74.21529294992797	264.097792	TIMEOUT (ERROR (1))	901.007357092	902.5479650939815	56.311808
ere-ToiletA/toilet_a_08_05.10.sdimacs	done	4.978486343	4.980481215985492	50.397184	TIMEOUT (ERROR (1))	901.005212463	902.3143446473405	72.122368
ere-ToiletA/toilet_a_08_05.2.sdimacs	TIMEOUT (ERROR (1))	901.253549791	901.277093518991	2907.148288	done	0.102042072	0.10404380690306425	46.718976
ere-ToiletA/toilet_a_08_05.4.sdimacs	done	48.801210979	48.8042431040667	329.383936	TIMEOUT (ERROR (1))	901.002704456	902.6279795509763	55.754752
ere-ToiletA/toilet_a_08_05.5.sdimacs	done	11.794093751	11.795883561018854	90.062848	TIMEOUT (ERROR (1))	901.008343882	902.3307130890898	59.449344
ere-ToiletA/toilet_a_08_05.6.sdimacs	done	4.939715603	4.941807807888836	51.621888	TIMEOUT (ERROR (1))	901.007199877	902.157213462051	61.579264
ere-ToiletA/toilet_a_08_05.7.sdimacs	done	8.550939821	8.553250879980624	64.888832	TIMEOUT (ERROR (1))	901.005048756	902.3129454790615	64.831488
ere-ToiletA/toilet_a_08_05.8.sdimacs	done	4.219693121	4.221547699999064	45.772800	TIMEOUT (ERROR (1))	901.007084726	902.1864917404018	67.321856
ere-ToiletA/toilet_a_08_05.9.sdimacs	done	12.079558602	12.08259045612067	86.675456	TIMEOUT (ERROR (1))	901.003413635	902.3988381060772	69.951488
ere-ToiletA/toilet_a_10_01.6.sdimacs	TIMEOUT (ERROR (1))	901.219324679	901.2334406059235	2535.657472	done	713.535570291	713.6190238101408	52.256768
ere-ToiletA/toilet_a_10_05.2.sdimacs	TIMEOUT (ERROR (1))	901.270810687	901.2871870780364	2894.393344	done	0.35613115	0.35768316499888897	51.101696
