tool	ABC 	ABC 	ABC 	ABC 	ABC 	ABC 	ABC 	ABC 	ABC 	ABC 	ABC 	ABC 	ABC 	ABC 	ABC 	ABC 	ABC 	ABC 	ABC 	ABC 	ABC 	ABC 	ABC 	ABC 	ABC 	ABC 	ABC 	ABC 	DC-SSAT 	DC-SSAT 	DC-SSAT 	DC-SSAT 
run set	ressat-full.minimize-BDD.RandomExist	ressat-full.minimize-BDD.RandomExist	ressat-full.minimize-BDD.RandomExist	ressat-full.minimize-BDD.RandomExist	ressat-full.bare-BDD.RandomExist	ressat-full.bare-BDD.RandomExist	ressat-full.bare-BDD.RandomExist	ressat-full.bare-BDD.RandomExist	erssat-full.bare-BDD.ExistRandomExist	erssat-full.bare-BDD.ExistRandomExist	erssat-full.bare-BDD.ExistRandomExist	erssat-full.bare-BDD.ExistRandomExist	erssat-full.greedy-BDD.ExistRandomExist	erssat-full.greedy-BDD.ExistRandomExist	erssat-full.greedy-BDD.ExistRandomExist	erssat-full.greedy-BDD.ExistRandomExist	erssat-full.subsume-BDD.ExistRandomExist	erssat-full.subsume-BDD.ExistRandomExist	erssat-full.subsume-BDD.ExistRandomExist	erssat-full.subsume-BDD.ExistRandomExist	erssat-full.partial-BDD.ExistRandomExist	erssat-full.partial-BDD.ExistRandomExist	erssat-full.partial-BDD.ExistRandomExist	erssat-full.partial-BDD.ExistRandomExist	erssat-full.default-BDD.ExistRandomExist	erssat-full.default-BDD.ExistRandomExist	erssat-full.default-BDD.ExistRandomExist	erssat-full.default-BDD.ExistRandomExist	dcssat-full.default	dcssat-full.default	dcssat-full.default	dcssat-full.default
test-cases/benchmarks/	status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)
re-strategic-company/x60.19.sdimacs	done	4.495349534	4.496823463123292	18.628608	TIMEOUT (ERROR (1))	901.02847214	901.0558196092024	270.454784																					TIMEOUT	901.246435731	901.2861348865554	4491.714560
re-strategic-company/x60.4.sdimacs	done	11.752397288	11.75437364121899	21.463040	TIMEOUT (ERROR (1))	901.035838266	901.0567779876292	276.471808																					TIMEOUT	901.280077836	901.3073413409293	4792.930304
re-strategic-company/x60.9.sdimacs	done	13.958368332	13.960123575758189	22.429696	TIMEOUT (ERROR (1))	900.997600261	901.0529506537132	277.159936																					TIMEOUT	901.264743935	901.3145693633705	4784.885760
re-strategic-company/x65.14.sdimacs	done	11.530407982	11.531452962197363	20.140032	TIMEOUT (ERROR (1))	901.001277461	901.0513382749632	318.062592																					TIMEOUT	901.246928916	901.2615152532235	3969.617920
re-strategic-company/x65.19.sdimacs	done	73.292266231	73.2962716780603	37.343232	TIMEOUT (ERROR (1))	901.012307243	901.0577382296324	317.767680																					TIMEOUT	901.26160028	901.3053445136175	4047.622144
re-strategic-company/x65.4.sdimacs	done	6.567702887	6.569188527297229	18.104320	TIMEOUT (ERROR (1))	901.043929261	901.0592502271757	318.074880																					TIMEOUT	901.306976446	901.3146202117205	4219.781120
re-strategic-company/x65.9.sdimacs	done	18.805290325	18.80617588898167	26.226688	TIMEOUT (ERROR (1))	900.990920499	901.0593803138472	317.603840																					TIMEOUT	901.251869664	901.2819709442556	4241.420288
re-strategic-company/x70.14.sdimacs	done	204.499359352	204.49696275684983	40.542208	TIMEOUT (ERROR (1))	901.016418558	901.054115250241	346.914816																					TIMEOUT	901.238103709	901.2596058920026	3902.836736
re-strategic-company/x70.19.sdimacs	done	20.106832859	20.10931894183159	18.362368	TIMEOUT (ERROR (1))	901.044946749	901.0633256570436	507.822080																					TIMEOUT	901.254226419	901.266300813295	3891.576832
re-strategic-company/x70.4.sdimacs	done	36.298542967	36.30259781796485	21.209088	TIMEOUT (ERROR (1))	901.013091024	901.0667736059986	346.611712																					TIMEOUT	901.279373281	901.2950105965137	4082.491392
re-strategic-company/x70.9.sdimacs	done	43.87586733	43.87949947593734	31.657984	TIMEOUT (ERROR (1))	901.033592446	901.0642069010064	507.695104																					TIMEOUT	901.249918256	901.2801370751113	4125.544448
re-strategic-company/x75.14.sdimacs	done	162.90790224	162.90720668807626	34.004992	TIMEOUT (ERROR (1))	901.042904734	901.0706014037132	398.823424																					TIMEOUT	901.204430557	901.2692414671183	3320.061952
re-strategic-company/x75.19.sdimacs	done	233.143028239	233.1522581167519	33.284096	TIMEOUT (ERROR (1))	901.051599753	901.0663102110848	399.138816																					TIMEOUT	901.209344419	901.2388393497095	3440.234496
re-strategic-company/x75.4.sdimacs	done	228.462815803	228.46733928937465	46.780416	TIMEOUT (ERROR (1))	901.043498272	901.0697492007166	399.151104																					TIMEOUT	901.229280488	901.2542632138357	3424.874496
re-strategic-company/x75.9.sdimacs	done	302.135871029	302.1528127938509	38.629376	TIMEOUT (ERROR (1))	901.024466244	901.0637089088559	399.015936																					TIMEOUT	901.277591278	901.3007981386036	3458.457600
