   BENCHMARK INFORMATION
benchmark definition:    test/test-sets/dissertation/dcssat-re.xml
name:                    dcssat-re
run sets:                default
date:                    Sat, 2021-04-24 12:18:42 CST
tool:                    DC-SSAT
tool executable:         bin/dcssat
options:
parallel runs:           8
resource limits:
- memory:                15000.0 MB
- time:                  900 s
- cpu cores:             1
hardware requirements:
- cpu cores:             1
- memory:                15000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    alcom-PowerEdge-T440
os:                      Linux-5.4.0-58-generic-x86_64-with-glibc2.29
cpu:                     Intel Xeon Silver 4210 CPU @ 2.20GHz
- cores:                 40
- max frequency:         3200.0 MHz
- turbo boost enabled:   False
ram:                     134616.424448 MB
------------------------------------------------------------



default
Run set 1 of 1 with options '' and propertyfile 'None'

inputfile                                       status                       cpu time   wall time        host
re-random-k-CNF/rand-4-40-160-20.166.sdimacs    done                             8.29        8.30        None
re-random-k-CNF/rand-4-40-160-20.167.sdimacs    done                             2.66        2.66        None
re-random-k-CNF/rand-4-40-160-20.168.sdimacs    done                             9.33        9.33        None
re-random-k-CNF/rand-4-40-160-20.169.sdimacs    done                             2.71        2.71        None
re-random-k-CNF/rand-4-40-200-20.170.sdimacs    done                             1.71        1.72        None
re-random-k-CNF/rand-4-40-200-20.171.sdimacs    done                             2.04        2.07        None
re-random-k-CNF/rand-4-40-200-20.172.sdimacs    done                             0.92        0.93        None
re-random-k-CNF/rand-4-40-200-20.173.sdimacs    done                             1.24        1.24        None
re-random-k-CNF/rand-4-40-200-20.174.sdimacs    done                             2.11        2.11        None
re-random-k-CNF/rand-4-40-240-20.175.sdimacs    done                             0.82        0.83        None
re-random-k-CNF/rand-4-40-240-20.176.sdimacs    done                             1.14        1.14        None
re-random-k-CNF/rand-4-40-240-20.177.sdimacs    done                             0.78        0.78        None
re-random-k-CNF/rand-4-40-240-20.178.sdimacs    done                             0.58        0.59        None
re-random-k-CNF/rand-4-40-240-20.179.sdimacs    done                             0.62        0.63        None
re-random-k-CNF/rand-4-50-150-25.180.sdimacs    done                            91.68       91.69        None
